OBJECTID,LOCALID,NAME,GEOTYPE,FULLFIPS,LEGALAREA,EFFECTDATE,ENDDATE,SRCREF,ACRES,SQMILES,OLDNAME,NPU,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,GLOBALID,SHAPE_Area,SHAPE_Length
134,,Ridgecrest Forest,Neighborhood,,,,,,74.17,0.12,Ridgecrest Forest,H,,,GIS,2022/05/24 15:38:28+00,{1AA7A569-E750-453A-BE8C-8D0533A4AB25},3230668.43835354,7407.54604566003
135,,Wildwood (NPU-H),Neighborhood,,,,,,178.7,0.28,Wildwood,H,,,GIS,2022/05/24 15:38:28+00,{0D75340F-DF45-4B40-ACD4-C60671EDC1C9},7784112.69046234,14444.6229569898
136,,Boulder Park,Neighborhood,,,,,,386,0.6,Boulder Park,H,,,GIS,2022/05/24 15:38:28+00,{352C524B-A304-427A-8FCF-E1DE7C57464F},16814010.847676,27275.1223392627
137,,Westhaven,Neighborhood,,,,,,151.81,0.24,Westhaven,I,,,GIS,2022/05/24 15:38:28+00,{8B26E3F8-0B0F-4AFD-9F7F-300C47A6B145},6612776.33533209,12208.2135502144
138,,Harland Terrace,Neighborhood,,,,,,294.69,0.46,Harland Terrace,I,,,GIS,2022/05/24 15:38:28+00,{C8A569C5-DD58-4C1F-9F93-10321DD951F7},12836674.5805104,18221.2305160631
139,,Peyton Forest,Neighborhood,,,,,,286.49,0.45,Peyton Forest,I,,,GIS,2022/05/24 15:38:28+00,{C68109AF-94C5-4E31-9CFE-7B05860B8ED4},12479594.7725516,18931.4892936719
140,,East Ardley Road,Neighborhood,,,,,,65.68,0.1,East Ardley Road,I,,,GIS,2022/05/24 15:38:28+00,{F390B456-5B78-4FC2-BE4C-0382FF9262AA},2860966.87167645,7269.55692682317
141,,West Manor,Neighborhood,,,,,,171.92,0.27,West Manor,I,,,GIS,2022/05/24 15:38:28+00,{6E347D39-ED9E-4CE0-BE65-B375BEDB2DE9},7488643.94631546,12776.4229066106
142,,Audobon Forest West,Neighborhood,,,,,,133.28,0.21,Audobon Forest West,I,,,GIS,2022/05/24 15:38:28+00,{20934A29-AA78-4E9D-A22F-2910DB18A468},5805870.61415796,11817.2162135069
143,,Audobon Forest,Neighborhood,,,,,,497.42,0.78,Audobon Forest,I,,,GIS,2022/05/24 15:38:31+00,{7465F3E4-9466-46D5-8299-BD0A8EF959B0},21667356.8410515,26039.5522742471
144,,Cascade Heights,Neighborhood,,,,,,659.5,1.03,Cascade Heights,I,,,GIS,2022/05/24 15:38:28+00,{07A29FF9-9AF7-4BA7-8081-C6FB1AD8D5F2},28727609.0394362,43543.0064430274
145,,Westview,Neighborhood,,,,,,400.61,0.63,Westview,T,,,GIS,2022/05/24 15:38:28+00,{EF5FC411-CFD8-4626-9C8C-59DB5B50EF81},17450290.1984514,19026.3195493935
146,,West End,Neighborhood,,,,,,680.99,1.06,West End,T,,,GIS,2022/05/24 15:38:29+00,{27B4B1D9-613B-4D24-951B-10C43AD02A85},29663975.8382223,25641.3382498227
147,,Ashview Heights,Neighborhood,,,,,,174.84,0.27,Ashview Heights,T,,,GIS,2022/05/24 15:38:29+00,{C5382063-DD98-416E-BF59-994B77584168},7615940.71698386,13510.2857959679
148,,Atlanta University Center,Neighborhood,,,,,,331.57,0.52,Atlanta University,T,,,GIS,2022/05/24 15:38:20+00,{D6CAF694-B83F-4CB9-B351-CA3E3145D0C7},14443249.7014755,21653.180629898
149,,Hunter Hills,Neighborhood,,,,,,322.58,0.5,Hunter Hills,K,,,GIS,2022/05/24 15:38:20+00,{8A4F3C84-CCC3-478C-82BA-7E4174935428},14051490.0891664,15264.6398183663
150,,Historic Westin Heights/Bankhead,Neighborhood,,,,,,416.09,0.65,Bankhead,K,,,GIS,2022/05/24 15:38:20+00,{70303C29-B16F-4E33-9FEC-A33B2244D3AB},18124781.6591654,18650.2262996435
151,,English Avenue,Neighborhood,,,,,,519,0.81,English Avenue,L,,,GIS,2022/05/24 15:38:20+00,{9B6F9DF9-B38E-46FB-993B-4D1DA42AC049},22607461.7652482,22909.9710898171
152,,Adair Park,Neighborhood,,,,,,289.28,0.45,Adair Park,V,,,GIS,2022/05/24 15:38:20+00,{D8FD5CB2-4D90-4EEB-A33A-B52E6D66E345},12600960.784733,18817.4307127799
153,,Mechanicsville,Neighborhood,,,,,,458.04,0.72,Mechanicsville,V,,,GIS,2022/05/24 15:38:20+00,{A855553A-F773-43F8-B387-2141FA16789D},19952180.2042268,20670.8117902358
154,,Capitol Gateway,Neighborhood,,,,,,84.01,0.13,Capitol Homes,V,,,GIS,2022/05/24 15:38:20+00,{3A97A58B-6747-4484-9522-91E111459365},3659381.64319955,7892.30943033524
155,,Grant Park,Neighborhood,,,,,,1108.24,1.73,Grant Park,W,,,GIS,2022/05/24 15:38:20+00,{7FE35433-34E9-4BC6-89E4-040064B1C526},48274661.4321185,30379.4496815801
156,,Hammond Park,Neighborhood,,,,,,389.94,0.61,Hammond Park,X,,,GIS,2022/05/24 15:38:20+00,{6B2192E3-7F7E-4944-A24B-70E9C23B7035},16985726.8154379,18065.803310517
157,,Capitol View,Neighborhood,,,,,,368.52,0.58,Capitol View,X,,,GIS,2022/05/24 15:38:20+00,{D5304CF1-D578-45C5-86AB-49E143BBEB2F},16052870.5272417,19524.4168906967
158,,High Point,Neighborhood,,,,,,65.21,0.1,High Point,Y,,,GIS,2022/05/24 15:38:20+00,{261B198D-A526-4532-95B7-98C9646C8F0E},2840400.47116473,7025.15020048679
159,,Joyland,Neighborhood,,,,,,86.37,0.13,Joyland,Y,,,GIS,2022/05/24 15:38:20+00,{516A024F-6B8A-4EB5-B98D-250FBFF4A945},3762423.82893647,7962.46073639403
160,,Betmar LaVilla,Neighborhood,,,,,,72.47,0.11,Betmar La Villa,Y,,,GIS,2022/05/24 15:38:20+00,{B1E012FF-310C-40FE-A1EE-684FEA37C37A},3156767.59205895,9015.80149314055
161,,The Villages at Carver,Neighborhood,,,,,,108.05,0.17,Carver Homes,Y,,,GIS,2022/05/24 15:38:20+00,{1C318454-84A7-4344-BC90-BC8E43C9CA27},4706681.21847399,9706.3937490816
163,,Fort McPherson,Neighborhood,,,,,,515.65,0.81,Fort McPherson,S,,,GIS,2022/05/24 15:38:21+00,{599C9196-A55D-4D03-A77F-55C24D008CCC},22461587.1806837,19595.1073253483
164,,Venetian Hills,Neighborhood,,,,,,615.88,0.96,Venetian Hills,S,,,GIS,2022/05/24 15:38:21+00,{7741E693-091A-4BA3-A44C-881B49ED3C50},26827771.1209231,23347.872394407
165,,Pomona Park,Neighborhood,,,,,,46.73,0.07,Pamond Park,R,,,GIS,2022/05/24 15:38:21+00,{D4354C45-AC27-41E6-A3F3-322A84940530},2035340.61205973,6808.4167041702
166,,Fort Valley,Neighborhood,,,,,,23.11,0.04,Fort Valley,R,,,GIS,2022/05/24 15:38:21+00,{8FE5DE3F-CB5E-44F1-9246-952DD08BB6CE},1006873.64390191,4199.58966260524
167,,Greenbriar,Neighborhood,,,,,,655.27,1.02,Greenbriar,R,,,GIS,2022/05/24 16:45:55+00,{03870B67-64B1-4A40-ADFB-85C5A5D8211B},28408872.2582211,37425.7240622811
168,,Laurens Valley,Neighborhood,,,,,,124.57,0.19,Laurens Valley,R,,,GIS,2022/05/24 15:38:21+00,{8B6E4A13-C490-46C7-BC50-A020A0D85BF2},5426095.94458749,9536.40418604823
169,,Heritage Valley,Neighborhood,,,,,,243.23,0.38,Heritage Valley,P,,,GIS,2022/05/24 15:38:21+00,{111063FC-582A-4C1D-8E3B-0D4B026AE98E},10595220.6861335,13757.6846810903
170,,Ben Hill Acres,Neighborhood,,,,,,94.39,0.15,Ben Hill Acres,P,,,GIS,2022/05/24 15:38:21+00,{8F9411A4-3EAC-4F1B-996D-299BAFED6293},4111583.31957127,8507.05382828366
171,,Rue Royal,Neighborhood,,,,,,22.54,0.04,Rue Royal,P,,,GIS,2022/05/24 15:38:21+00,{66081CF1-4142-420D-BCDE-9E0D08E4375B},982002.573164279,4574.55699209545
172,,Ben Hill Pines,Neighborhood,,,,,,45.46,0.07,Ben Hill Pines,P,,,GIS,2022/05/24 15:38:21+00,{71BB65A0-8A33-417A-991D-89C28A64D475},1980057.97620224,8094.00603164915
173,,Ben Hill Forest,Neighborhood,,,,,,95.8,0.15,Ben Hill Forest,P,,,GIS,2022/05/24 15:38:21+00,{3C878933-0F32-4151-891B-28D6073FE50B},4173013.65971724,8245.15811988498
174,,Deerwood,Neighborhood,,,,,,118.22,0.18,Deerwood,P,,,GIS,2022/05/24 15:38:21+00,{211F218A-ADB4-4B32-BA66-A7E614697603},5149805.67865015,9925.80623093452
175,,Wildwood Forest,Neighborhood,,,,,,66.54,0.1,Wildwood Forest,P,,,GIS,2022/05/24 15:38:21+00,{A44D051D-5F5E-46EE-9E04-285FAC754B42},2898583.29451571,6951.04846772082
176,,Fairway Acres,Neighborhood,,,,,,123.54,0.19,Fairview Acres,P,,,GIS,2022/05/24 15:38:21+00,{A1CB4A09-E5DD-4657-8D52-05FB05B09CA5},5381332.97213145,14408.8797223127
177,,Greenbriar Village,Neighborhood,,,,,,40.11,0.06,Greenbriar Village,P,,,GIS,2022/05/24 15:38:21+00,{C7DCAF44-90BD-410C-BC07-16EE7B572E63},1747126.07799033,5347.55175199534
178,,Niskey Lake,Neighborhood,,,,,,270.02,0.42,Niskey Lake,P,,,GIS,2022/05/24 15:38:21+00,{73535AC2-D3F1-4F48-868B-EFA049F2411E},11762231.4330924,15881.6188280069
179,,Kings Forest,Neighborhood,,,,,,419.04,0.65,Kings Forest,P,,,GIS,2022/05/24 15:38:21+00,{5BE770B1-714E-44ED-AE52-50387859B395},18253393.1400353,18128.6536641641
180,,Whittier Mill Village,Neighborhood,,,,,,203.22,0.32,Whittier Village,D,,,GIS,2022/05/24 15:38:21+00,{FF5EA60A-EAA0-4D1A-A36A-6A73E65B3B3F},8852402.39094605,12243.6947272411
181,,Hills Park,Neighborhood,,,,,,968.8,1.51,Hills Park,D,,,GIS,2022/05/24 15:38:21+00,{40F0B28C-64FB-4C17-9996-4D20DEA752CC},42200629.5687716,30539.1559600412
182,,Bolton Hills,Neighborhood,,,,,,46.62,0.07,Bolton Hills,G,,,GIS,2022/05/24 15:38:21+00,{40CF5C4C-A8BE-4B8D-991F-74137FDFCB3B},2030575.27820389,5954.92816357651
183,,Carver Hills,Neighborhood,,,,,,207.13,0.32,Carver Hills,G,,,GIS,2022/05/24 15:38:21+00,{1DE8E79D-19B2-438E-81CB-6F5BCA0E930A},9022436.93556763,18173.1575253174
184,,Almond Park,Neighborhood,,,,,,337.31,0.53,Almond Park/Carey Park,G,,,GIS,2022/05/24 15:38:21+00,{E2D6AFCD-7D75-40E1-A900-D1EAE71266E2},14693291.3780726,18366.2129130263
185,,Browns Mill Park,Neighborhood,,,,,,656.34,1.03,Browns Mill Park,Z,,,GIS,2022/05/24 15:38:21+00,{CFF2126B-68F1-4DC6-9A8C-8E869C1C2AA6},28589892.5870887,31132.9218989208
186,,Swallow Circle/Baywood,Neighborhood,,,,,,199.5,0.31,Swallow Circle/Baywood,Z,,,GIS,2022/05/24 15:38:22+00,{C7B1F20E-0B9F-462D-A588-A10F009201C3},8689997.12734252,12494.8820472885
187,,Polar Rock,Neighborhood,,,,,,299.83,0.47,Polar Rock,Z,,,GIS,2022/05/24 15:38:22+00,{7A0CC076-8AF4-485F-8F32-0F6991CE7E2F},13060667.6820682,16462.8112488836
188,,Sylvan Hills,Neighborhood,,,,,,1052.92,1.65,Sylvan Hills,X,,,GIS,2022/05/24 15:38:22+00,{EFB04CA7-E97E-46C8-84BA-1A9798F7C9A6},45865190.3072243,34348.5593064777
189,,Capitol View Manor,Neighborhood,,,,,,146.86,0.23,Capitol View Manor,X,,,GIS,2022/05/24 15:38:22+00,{83DC077C-28F5-4484-BED2-EB34D1267071},6397086.04022308,11071.5685351984
190,,Amal Heights,Neighborhood,,,,,,36.42,0.06,Amal Heights,Y,,,GIS,2022/05/24 15:38:22+00,{404C3E0A-5EB5-49FE-8B54-8A03A4D612EC},1586489.06911175,6472.24074483268
191,,West Lake,Neighborhood,,,,,,185.45,0.29,West Lake,J,,,GIS,2022/05/24 15:38:22+00,{075310B8-F0F0-4434-96B4-E2D519FEF105},8078169.76566293,12575.3874739748
192,,Lakewood Heights,Neighborhood,,,,,,882.83,1.38,Lakewood Heights,Y,,,GIS,2022/05/24 15:38:22+00,{8183053D-F0BB-4392-8F26-7BD8B44BD3EF},38456138.0971449,35541.3395092665
193,,South Atlanta,Neighborhood,,,,,,295.67,0.46,South Atlanta,Y,,,GIS,2022/05/24 15:38:22+00,{B33D913B-ADBE-4777-A8B1-AF1E72F83CEE},12879253.1552119,17023.7348647974
194,,Collier Heights,Neighborhood,,,,,,1247.12,1.95,Collier Heights,I,,,GIS,2022/05/24 15:38:29+00,{EF80017E-56AA-410C-8268-AF51AF95DACA},54324347.5097315,30902.695499515
195,,Ivan Hill,Neighborhood,,,,,,64.65,0.1,Ivan Hill,I,,,GIS,2022/05/24 15:38:29+00,{19F5045B-B48E-4108-B654-1A5BFF723872},2815961.35512774,7480.2403613709
196,,Chalet Woods,Neighborhood,,,,,,76.75,0.12,Chalet Woods,I,,,GIS,2022/05/24 15:38:29+00,{69C4F8B7-A683-414B-B3D9-CE83CCE52A6D},3343174.93379798,7410.57763351248
197,,Florida Heights,Neighborhood,,,,,,247.1,0.39,Florida Heights,I,,,GIS,2022/05/24 15:38:29+00,{08804E6E-9958-45D0-8108-3F9552BC87B7},10763710.4882576,14626.5649874641
198,,Green Acres Valley,Neighborhood,,,,,,48.76,0.08,Green Acres Valley,I,,,GIS,2022/05/24 15:38:29+00,{A4D428B4-F5CD-4308-A5D8-BEDFB6B99195},2123882.50925671,5838.7264355767
199,,Green Forest Acres,Neighborhood,,,,,,101.41,0.16,Green Forest Acres,I,,,GIS,2022/05/24 15:38:29+00,{45742EE9-CDE8-456B-A876-C88370B1A543},4417195.05826563,10358.5924216898
200,,Magnum Manor,Neighborhood,,,,,,150.08,0.23,Magnum Manor,I,,,GIS,2022/05/24 15:38:29+00,{4FE97DFE-BBAC-468A-A2A8-360047D72FE0},6537642.00508123,10419.8601499469
201,,Old Fourth Ward,Neighborhood,,,,,,783.1,1.22,Old Fourth Ward,M,,,GIS,2022/05/24 15:38:29+00,{933AD6B6-681B-4748-8268-7F6C957FE691},34111772.9164449,25771.1156377857
202,,Downtown,Neighborhood,,,,,,1256.23,1.96,Downtown,M,,,GIS,2022/05/24 15:38:29+00,{315A7653-94BA-4921-A507-0BBE6F94BB40},54721302.7612371,32010.5048949933
203,,Georgia Tech,Neighborhood,,,,,,358.85,0.56,Georgia Tech,E,,,GIS,2022/05/24 15:38:29+00,{FCC71FC0-B6EB-4A66-AF21-FC886FC04B48},15631241.6779719,16321.8495169919
204,,Home Park,Neighborhood,,,,,,319.21,0.5,Home Park,E,,,GIS,2022/05/24 15:38:31+00,{158965FD-323D-43A0-963B-057237D93B98},13904726.8161554,16342.7832214698
205,,Midtown,Neighborhood,,,,,,1048.4,1.64,Midtown,E,,,GIS,2022/05/24 15:38:29+00,{562633C6-67C7-4115-9271-3296BB64CD7F},45668318.0819852,48934.8599914345
206,,Ansley Park,Neighborhood,,,,,,388.59,0.61,Ansley Park,E,,,GIS,2022/05/24 15:38:29+00,{81085BBA-9C4E-4A71-AB31-F39801CE61DC},16926843.1885056,23449.0602256669
207,,Brookwood,Neighborhood,,,,,,101.17,0.16,Brookwood,E,,,GIS,2022/05/24 15:38:29+00,{7160E578-A16B-4F40-A51F-A692B717629C},4406751.19379726,11375.2682134709
208,,Ardmore,Neighborhood,,,,,,84.34,0.13,Ardmore/26th Street,E,,,GIS,2022/05/24 15:38:29+00,{B9D2EB5A-CB09-4379-8939-C476B65CA259},3673664.93209345,8177.54601802758
209,,Hanover West,Neighborhood,,,,,,100.44,0.16,Hanover West,C,,,GIS,2022/05/24 15:38:29+00,{63834FE1-D6D5-4339-8732-B15B30E3D541},4375278.35435694,9042.0755236378
210,,Fairburn Mays,Neighborhood,,,,,,402.97,0.63,Fairburn,H,,,GIS,2022/05/24 15:38:29+00,{35177772-AE16-4337-816F-1B79F7DB5238},17553150.2613872,27443.4630857788
211,,Fairburn Tell,Neighborhood,,,,,,175.54,0.27, ,P,,,GIS,2022/05/24 15:38:29+00,{02409C9B-8B41-4B5F-9AA7-93667B720023},7646479.87948537,15748.2602411494
212,,Princeton Lakes,Neighborhood,,,,,,477.17,0.75, ,P,,,GIS,2022/05/24 15:38:29+00,{3D099D6C-FBA5-41A6-96A3-B7B8A98C93A2},20785489.1462065,22102.0310545628
213,,Wesley Battle,Neighborhood,,,,,,198.75,0.31,West Peachtree Battle,C,,,GIS,2022/05/24 15:38:29+00,{23FE8E04-BE1F-451E-AA9C-DBCC949D854A},8657659.6808862,13854.6967315648
214,,Virginia Highland,Neighborhood,,,,,,670.98,1.05,Virginia-Highland,F,,,GIS,2022/05/24 15:38:31+00,{3457E2EB-86D1-4E12-B2B0-194AD6A4FFC5},29227604.8625986,25037.2232417422
215,,North Buckhead,Neighborhood,,,,,,1707.15,2.67,North Buckhead,B,,,GIS,2022/05/24 15:38:29+00,{7E60A8ED-6BFF-4DBB-A36F-404E7699552B},74363200.33933,37214.505367785
216,,Lake Claire,Neighborhood,,,,,,315.31,0.49,Lake Claire,N,,,GIS,2022/05/24 15:38:30+00,{DF0CE86A-DAEC-4969-A76C-5F19B399E078},13734893.2950069,18778.0049541062
217,,Kirkwood,Neighborhood,,,,,,970.45,1.52,Kirkwood,O,,,GIS,2022/05/24 15:38:32+00,{436FDDF3-98C5-4CDE-87AF-8E69D07F9B7C},42272722.8216234,36633.6798646797
218,,Mt. Paran/Northside,Neighborhood,,,,,,1368.12,2.14,Mount Paran Northside,A,,,GIS,2022/05/24 15:38:30+00,{B6BF879A-7760-427B-ACFE-73618A4A16AC},59594896.2171924,46168.6964187789
219,,East Chastain Park,Neighborhood,,,,,,349.32,0.55,East Chastain Park,B,,,GIS,2022/05/24 15:38:30+00,{43309B10-3864-48F9-BE5D-E6F425FFCA6A},15216114.664858,19531.7693156797
220,,Pine Hills,Neighborhood,,,,,,717.21,1.12,Pine Hills,B,,,GIS,2022/05/24 15:38:30+00,{10F152D5-1BBB-4A25-BC5C-D057095799B4},31241690.6368657,28115.1785313781
221,,Paces,Neighborhood,,,,,,1923.24,3.01,Paces,A,,,GIS,2022/05/24 15:38:30+00,{CF687028-CD25-4D52-9226-452713E1CE06},83775987.9582032,55038.6959051451
222,,Atlanta Industrial Park,Neighborhood,,,,,,419.49,0.66, ,G,,,GIS,2022/05/24 15:38:30+00,{5C6A1F9B-D790-4363-8EE2-060D1E7581CF},18273013.5157741,20522.6297222904
223,,Bankhead/Bolton,Neighborhood,,,,,,565.06,0.88,Bankhead-Bolton,H,,,GIS,2022/05/24 15:38:30+00,{22AD0652-0948-4A94-A33E-BA00051526BD},24613700.5365557,25154.4450343122
224,,Carroll Heights,Neighborhood,,,,,,270.63,0.42,Carroll Heights,H,,,GIS,2022/05/24 15:38:30+00,{1CBEBEB5-071A-436E-8750-470F53C7800D},11788398.2968754,15164.7933243592
225,,Brookhaven,Neighborhood,,,,,,636.92,1,Brookhaven,B,,,GIS,2022/05/24 15:38:30+00,{CDC5A9FB-29F8-4F51-97DA-ED8D9DB1482E},27744187.434666,25663.8559895539
226,,Druid Hills,Neighborhood,,,,,,340.94,0.53,Druid Hills,N,,,GIS,2023/03/15 19:07:07+00,{25A5913A-39FE-4CD6-99A8-7178FD61A888},14872130.4823758,17959.2902127146
227,,Chattahoochee,Neighborhood,,,,,,207.77,0.32,Unnamed neighborhood,G,,,GIS,2022/05/24 15:38:30+00,{9F8CAE1C-F82B-426A-AD7F-96797CC0E572},9050484.12205959,13091.3494736992
228,,English Park,Neighborhood,,,,,,109.43,0.17, ,G,,,GIS,2022/05/24 15:38:30+00,{F8E59CE8-DE93-406A-944A-E83719374C05},4766902.89423015,10805.7895170343
229,,Bakers Ferry,Neighborhood,,,,,,160.59,0.25, ,H,,,GIS,2022/05/24 15:38:30+00,{4E96DE27-5BE0-4151-883A-CEBEBDF7BB0A},6995126.49416204,11056.2889137904
230,,Oakland,Neighborhood,,,,,,34.29,0.05, ,W,,,GIS,2022/05/24 15:38:30+00,{CE6EE7C9-CC7E-45A3-9EFF-20068EBD178F},1493743.57170584,6452.29026689077
231,,Atlantic Station,Neighborhood,,,,,,163.06,0.25,Home Park,E,,,GIS,2022/05/24 15:38:30+00,{0E3C70B8-FB96-4598-9392-35B0449DF8FB},7103043.56252157,13535.8660379605
232,,Carey Park,Neighborhood,,,,,,333.4,0.52,Almond Park/Carey Park,G,,,GIS,2022/05/24 15:38:30+00,{59A11237-1E08-4337-A2B1-1E28DC18B068},14523032.7489055,18163.783623005
233,,Regency Trace,Neighborhood,,,,,,67.99,0.11, ,Q,,,GIS,2022/05/24 15:38:30+00,{B1EE211E-A0E3-4828-9445-AF707FEE4853},2961741.89856202,7762.65758566382
234,,Horseshoe Community,Neighborhood,,,,,,34.47,0.05,Horseshoe Community,I,,,GIS,2022/05/24 15:38:30+00,{8C1A34BB-E563-493A-975A-49073E7B5C06},1501450.85521996,5542.4259064678
235,,State Facility,Neighborhood,,,,,,117.07,0.18, ,W,,,GIS,2022/05/24 15:38:30+00,{31FC66F7-DF02-405B-A38D-2F42AC9D2993},5099474.51504532,9840.42220270718
236,,South Oakes at Cascade,Neighborhood,,,,,,22.74,0.04,,P,,,GIS,2022/05/24 15:38:31+00,{6F80AE8C-F059-421A-933D-5B0A1622954E},990553.38628122,5754.36951973476
237,,Buckhead Heights,Neighborhood,,,,,,44.28,0.07,Lenox Superblock,B,,,GIS,2022/05/24 15:38:31+00,{2A14DFAA-4FD3-48A9-BC1E-E882E422BA11},1928735.01571186,5885.04139068168
238,,Arlington Estates,Neighborhood,,,,,,215.82,0.34,Arlington Estates,P,,,GIS,2022/05/24 15:38:31+00,{E3AFD560-3D6D-43F5-87CE-106194973885},9401121.59151661,16164.9210792839
239,,Midwest Cascade,Neighborhood,,,,,,596.48,0.93, ,Q,,,GIS,2022/05/24 15:38:31+00,{C461405C-F4CA-491E-B400-92BA98E95C09},25982727.4308427,33072.6532443803
240,,Chastain Park,Neighborhood,,,,,,1074.39,1.68,Chastain Park,A,,,GIS,2022/05/24 15:38:31+00,{D98991CC-6F3B-46DD-ADCF-C9C90093626F},46800117.7463266,43348.7305343579
241,,Mt. Paran Parkway,Neighborhood,,,,,,90.58,0.14,Mount Paran Parkway,A,,,GIS,2022/05/24 15:38:31+00,{FFBA337A-62F6-46EA-A02D-6311F86BDDC0},3945506.45288316,11081.6146788644
242,,Old Fairburn Village,Neighborhood,,,,,,20.8,0.03, ,P,,,GIS,2022/05/24 15:38:31+00,{D442944E-02C2-404D-9244-7EDF146E656F},906050.089040917,5236.25930776769
243,,Cascade Green,Neighborhood,,,,,,48.93,0.08, ,P,,,GIS,2022/05/24 15:38:31+00,{A7DB3DF4-7D71-4EBF-9B02-8ACF3BB02D3D},2131199.37222096,6056.9154055792
244,,East Lake,Neighborhood,,,,,,782.74,1.22,East Lake,O,,,GIS,2023/02/21 15:54:35+00,{FA809309-67D3-459E-9D67-FB1AC9F689E6},34182429.6817699,40724.213944776
245,,Perkerson,Neighborhood,,,,,,607.81,0.95,Perkerson Park,X,,,GIS,2022/05/24 15:38:31+00,{775531E3-4C24-4A06-B7E8-01BDCE1AE8EB},26475906.8261077,21348.8197949953
246,,Glenrose Heights,Neighborhood,,,,,,892.5,1.39,Glenrose Heights,Z,,,GIS,2022/05/24 15:38:31+00,{D550C0DE-5BCA-4834-A745-F2110B0DF177},38877337.4760031,29362.053624907
247,,Edmund Park,Neighborhood,,,,,,19.27,0.03,Edmund Park,F,,,GIS,2022/05/24 15:38:32+00,{20065007-F26D-4F56-89BB-83980A2ACF9A},839534.7870609,5085.11150761956
248,,Morningside/Lenox Park,Neighborhood,,,,,,1445.95,2.26,Morningside-Lenox Park,F,,,GIS,2023/02/21 15:51:40+00,{0F0F81DD-5048-41DF-976F-9D82C35C6B0D},64036556.6750703,40253.4066415836
249,,East Atlanta,Neighborhood,,,,,,931.53,1.46,East Atlanta,W,,,GIS,2025/01/21 15:43:22+00,{574B2215-C2CA-4719-B687-D6FA8D201AAC},44298283.6028634,56944.4476788414
250,,Huntington,Neighborhood,,,,,,34.42,0.05, ,P,,,GIS,2022/05/24 15:38:31+00,{329667C6-F03C-42D6-A6FC-B7A38A9BB6AA},1499296.21345467,5279.42387554366
2561,,Peyton Heights,Neighborhood,,,,,,121.52,0.19,Peyton Heights,I,GIS,2019/04/18 14:02:43+00,GIS,2022/05/24 15:38:31+00,{C6D49604-829F-4AA9-94C9-73E035EE4C51},5293459.86091512,11928.8978690364
3842,,Baker Hills at Campbellton,Neighborhood,,,,,,149.47,0.23,Campbellton,R,GIS,2022/05/24 15:26:55+00,GIS,2022/05/24 15:38:32+00,{5EB79AF6-C62D-4308-A438-A0F7DF2F2890},6510778.59547625,12096.7614004805
3843,,Bonnybrook Estates,Neighborhood,,,,,,74.9,0.12,Greenbriar,R,GIS,2022/05/24 15:27:35+00,GIS,2022/05/24 15:38:32+00,{D00A0821-814D-4EB1-ADEB-4FB4580B7F07},3262659.0356889,8587.96516247649
3844,,Continental Colony,Neighborhood,,,,,,91.93,0.14,Greenbriar,R,GIS,2022/05/24 15:28:19+00,GIS,2022/05/24 16:38:22+00,{BE846791-CAEA-400E-8BFC-8AA171F779EA},4139235.04653127,11589.2312443339
3845,,Emory,Neighborhood,,,,,,,,Emory,F,SHENDERSON,2022/08/24 14:23:41+00,SHENDERSON,2022/08/24 14:27:13+00,{8E289FFF-F383-4A56-BB1E-4426D27799CE},33825547.1395011,51489.7741832991
